RACE_SESSION,DRIVER_NUMBER,LAP_NUMBER,FINAL_POSITION,STARTING_POSITION,POSITION_GAIN,AVG_LAP_TIME,STD_LAP_TIME,MIN_LAP_TIME,LAP_TIME_CONSISTENCY,AVG_SECTOR_1,AVG_SECTOR_2,AVG_SECTOR_3,AVG_KPH,AVG_TOP_SPEED,TIRE_DEGRADATION,COMPLETION_RATE,BEST_LAP_GAP,NUM_PIT_STOPS,FUEL_ADJUSTED_PACE,TOTAL_LAPS,TIRE_DEG_RATE,PACE_ADVANTAGE,SECTOR_BALANCE,TRACK_COTA,TRACK_Road America,TRACK_Sebring,TRACK_Sonoma,TRACK_VIR,TRACK_barber
1,1,1,1,1,0,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,2,1,-1,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,3,1,-2,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,4,1,-3,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,5,1,-4,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,6,1,-5,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,7,1,-6,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,8,1,-7,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,9,1,-8,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,10,1,-9,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,11,1,-10,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,12,1,-11,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,13,1,-12,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,14,1,-13,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,15,1,-14,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,16,1,-15,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,17,1,-16,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,18,1,-17,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,19,1,-18,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,20,1,-19,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,21,1,-20,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,22,1,-21,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,23,1,-22,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
1,1,1,24,1,-23,224.3831935483871,2.113483466055582,221.204,0.00941908095982162,51.44435483870967,85.86793548387098,87.07090322580645,87.79032258064517,103.23548387096774,-0.9560000000000173,1.0,72.57400000000001,0,223.1325,31,-0.03083870967741991,-1.2506935483871189,20.23067384690967,True,False,False,False,False,False
