RACE_SESSION,DRIVER_NUMBER,LAP_NUMBER,PIT_DECISION,TIRE_AGE,AIR_TEMP,TRACK_TEMP,HUMIDITY,WIND_SPEED,RAIN,TIRE_DEGRADATION,PACE_DROP,AVG_LAP_TIME,STD_LAP_TIME,MIN_LAP_TIME,AVG_S1,AVG_S2,AVG_S3,AVG_KPH,AVG_TOP_SPEED,TRACK_COTA,TRACK_Road America,TRACK_Sebring,TRACK_Sonoma,TRACK_VIR,TRACK_barber
1,1,1,0,2,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.0,0.0,225.91033333333334,0.3007994902478078,225.563,53.73333333333333,87.97066666666666,84.20633333333335,87.16666666666667,108.0,True,False,False,False,False,False
1,1,1,0,3,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.0,0.0,225.38150000000002,1.0858079940763015,223.79500000000002,52.947,87.33725,85.09725,87.375,106.775,True,False,False,False,False,False
1,1,1,0,4,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.0,0.0,224.6212,1.9428110304401858,221.57999999999998,51.9816,86.32379999999999,86.3158,87.67999999999999,105.6,True,False,False,False,False,False
1,1,1,0,5,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.0,0.0,224.5811666666667,1.7404676861886041,221.57999999999998,52.22733333333334,86.11916666666667,86.23466666666667,87.7,107.26666666666667,True,False,False,False,False,False
1,1,1,1,6,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-2.2326666666666597,-0.01007611998676171,224.3242857142857,1.7280831108761177,221.57999999999998,52.324999999999996,86.15157142857143,85.84771428571428,87.8,107.39999999999999,True,False,False,False,False,False
1,1,1,0,0,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.5773333333333142,-0.0026055299816468733,224.039,1.791860645091749,221.57999999999998,51.83175,85.694125,86.513125,87.9125,105.6875,True,False,False,False,False,False
1,1,1,0,1,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.7693333333333783,0.0034720341787768676,224.39455555555554,1.9867553391844228,221.57999999999998,52.20366666666667,85.98899999999999,86.20188888888889,87.77777777777777,107.15555555555555,True,False,False,False,False,False
1,1,1,1,2,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,4.3163333333333185,0.019479796612209218,225.1963,3.1522310987616406,221.57999999999998,51.7496,85.82939999999999,87.6173,87.47999999999999,107.03,True,False,False,False,False,False
1,1,1,0,0,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,4.409333333333308,0.01989950958269387,224.9769090909091,3.0777200800120053,221.57999999999998,51.548,85.63345454545454,87.79545454545455,87.56363636363636,105.81818181818181,True,False,False,False,False,False
1,1,1,0,1,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,2.7156666666666354,0.012255919607666015,224.9801666666667,2.9345126537726034,221.57999999999998,51.511500000000005,85.76400000000001,87.70466666666665,87.55833333333334,105.50833333333333,True,False,False,False,False,False
1,1,1,0,2,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-2.9593333333333476,-0.013355597677287426,224.9829230769231,2.8095995403123,221.57999999999998,51.48061538461539,85.87446153846153,87.62784615384615,87.55384615384615,105.24615384615385,True,False,False,False,False,False
1,1,1,0,3,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-3.0250000000000057,-0.013651954147486262,224.86464285714285,2.7354146530600865,221.57999999999998,51.392,85.76721428571429,87.70542857142857,87.60000000000001,104.31428571428572,True,False,False,False,False,False
1,1,1,0,4,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-3.0623333333333562,-0.013820441074706005,224.71906666666666,2.6955362961402574,221.57999999999998,51.276133333333334,85.64286666666666,87.80006666666667,87.66000000000001,103.7,True,False,False,False,False,False
1,1,1,0,5,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-1.8676666666666506,-0.008443186681373983,224.499375,2.748409064046569,221.204,51.002125,85.4545,88.04275,87.75,103.3,True,False,False,False,False,False
1,1,1,0,6,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-2.0596666666666295,-0.00931116375231293,224.42852941176469,2.677119256720903,221.204,51.05994117647059,85.35323529411765,88.01535294117647,87.7764705882353,103.12941176470588,True,False,False,False,False,False
1,1,1,0,7,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.7609999999999673,-0.0034402632863780366,224.41816666666668,2.5975592672851224,221.204,51.03538888888889,85.37683333333334,88.00594444444444,87.77777777777777,102.93333333333334,True,False,False,False,False,False
1,1,1,0,8,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,2.268000000000029,0.010252979150467573,224.5266315789474,2.5682662377246355,221.204,51.08547368421053,85.60647368421053,87.8346842105263,87.73684210526316,103.34210526315789,True,False,False,False,False,False
1,1,1,0,9,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.978999999999985,0.008946492830147668,224.4201,2.5447619865954154,221.204,50.9765,85.4837,87.9599,87.78,102.83,True,False,False,False,False,False
1,1,1,0,10,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,2.6456666666666706,0.011960302104241653,224.58119047619047,2.587851591939684,221.204,51.13438095238096,85.7542380952381,87.69257142857143,87.71904761904761,103.75238095238096,True,False,False,False,False,False
1,1,1,0,11,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.8583333333333485,-0.0038802794403959623,224.4294090909091,2.623909145840934,221.204,50.960090909090916,85.60822727272728,87.8610909090909,87.77727272727272,103.39545454545454,True,False,False,False,False,False
1,1,1,0,12,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.4936666666666554,0.006752439678607328,224.6086956521739,2.7039330013684375,221.204,51.33195652173913,85.69504347826087,87.5816956521739,87.70869565217392,104.21304347826087,True,False,False,False,False,False
1,1,1,0,13,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-1.4960000000000377,-0.0067629880110668785,224.51645833333336,2.6828265752692646,221.204,51.24554166666667,85.58979166666667,87.68112500000001,87.74583333333334,103.81666666666666,True,False,False,False,False,False
1,1,1,0,14,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.8336666666666588,0.008289482408395232,224.57556,2.642912283826309,221.204,51.254,85.75848,87.56308000000001,87.72399999999999,104.036,True,False,False,False,False,False
1,1,1,0,15,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-2.045999999999964,-0.00924938066219401,224.5176923076923,2.606271540254096,221.204,51.2025,85.69873076923076,87.61646153846155,87.74615384615385,103.71153846153847,True,False,False,False,False,False
1,1,1,0,16,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.726333333333372,0.007804259115266323,224.65792592592592,2.6575107051803473,221.204,51.379629629629626,85.86418518518519,87.41411111111111,87.69259259259259,104.07037037037037,True,False,False,False,False,False
1,1,1,0,17,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.23500000000001364,-0.0010623677691181607,224.66521428571428,2.608118384570859,221.204,51.41932142857143,85.79889285714286,87.447,87.68928571428572,103.73571428571428,True,False,False,False,False,False
1,1,1,0,18,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,2.9399999999999693,0.013290898898753952,224.74965517241378,2.6011767567207795,221.204,51.53806896551724,85.93537931034483,87.27620689655173,87.65517241379311,104.1896551724138,True,False,False,False,False,False
1,1,1,0,19,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.28666666666666174,-0.001295937987860354,224.74243333333334,2.5562415120281754,221.204,51.517500000000005,85.94253333333333,87.28240000000001,87.65666666666667,104.19666666666667,True,False,False,False,False,False
1,1,1,0,20,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.8323333333333096,-0.0037627408787061245,224.6569677419355,2.5579276179995247,221.204,51.42267741935484,85.84887096774193,87.3854193548387,87.69032258064516,103.97419354838709,True,False,False,False,False,False
1,1,1,0,21,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-3.305333333333323,-0.0149424663809575,224.62825,2.5215709517116744,221.204,51.4105,85.869625,87.348125,87.7,103.771875,True,False,False,False,False,False
1,1,1,0,22,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-2.569333333333333,-0.011615220942357882,224.57799999999997,2.498589527113245,221.204,51.37421212121212,85.83772727272728,87.3660606060606,87.71818181818182,103.46666666666667,True,False,False,False,False,False
1,1,2,0,23,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-19.432000000000016,-0.1151621467855112,222.93558823529412,9.88783733169388,168.736,51.197941176470586,85.10685294117647,86.63079411764706,88.57058823529412,106.37058823529412,True,False,False,False,False,False
1,1,2,0,24,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-36.640666666666675,-0.2171478917757128,221.38702857142857,13.372548552661051,168.736,51.03174285714286,84.41774285714285,85.93754285714286,89.3742857142857,109.10857142857144,True,False,False,False,False,False
1,1,2,0,25,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-54.92300000000003,-0.3297490393852067,219.86405555555555,16.037950385515405,166.56,50.85080555555555,83.74347222222222,85.26977777777778,90.17777777777778,111.82499999999999,True,False,False,False,False,False
1,1,2,0,26,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-38.57299999999998,-0.23458757275176506,218.3658108108108,18.251746448913735,164.429,50.70854054054055,83.08091891891893,84.57635135135135,90.97837837837838,114.35135135135135,True,False,False,False,False,False
1,1,2,0,27,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-22.696333333333314,-0.14065301636878927,216.86576315789472,20.23927540289625,161.364,50.546052631578945,82.40305263157896,83.91665789473684,91.79736842105264,116.72368421052632,True,False,False,False,False,False
1,1,2,0,28,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-4.916999999999973,-0.030471480627649122,215.4971025641026,21.723365728361493,161.364,50.38453846153846,81.79766666666667,83.31489743589744,92.53333333333333,119.01538461538462,True,False,False,False,False,False
1,1,2,0,29,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-4.744000000000028,-0.02953168867225695,214.1257,23.13080845661063,160.641,50.21715,81.18622500000001,82.722325,93.285,121.17249999999999,True,False,False,False,False,False
1,1,2,0,30,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.5886666666666542,0.0036644858203488165,213.04921951219512,23.857276923941033,160.641,50.10687804878049,80.70385365853659,82.23848780487805,93.83658536585367,123.05853658536584,True,False,False,False,False,False
1,1,2,0,31,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.5276666666666472,0.009509817958470423,211.86311904761905,24.78657936160002,160.641,49.980690476190475,80.158,81.72442857142858,94.47619047619048,124.98095238095237,True,False,False,False,False,False
1,1,2,0,32,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,4.989000000000033,0.03105682858049958,210.8253023255814,25.417715954798208,160.641,49.84988372093024,79.69686046511629,81.27855813953488,95.01860465116279,126.7767441860465,True,False,False,False,False,False
1,1,2,0,33,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.195999999999998,0.007445172776563878,209.8346590909091,25.96567124864492,160.641,49.72502272727272,79.25668181818182,80.85295454545455,95.53636363636365,128.4909090909091,True,False,False,False,False,False
1,1,2,0,34,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,3.3796666666666795,0.02103863065261471,208.9389777777778,26.36273916438681,160.641,49.63051111111111,78.84179999999999,80.46666666666667,95.99555555555555,130.11333333333334,True,False,False,False,False,False
1,1,2,0,35,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.5426666666666904,-0.0033781330212504304,207.92,26.96872684260624,160.641,49.52126086956522,78.38284782608696,80.01589130434783,96.55,131.7826086956522,True,False,False,False,False,False
1,1,2,0,36,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-1.8593333333333248,-0.011582177814876133,206.91178723404255,27.554968014100353,160.534,49.39914893617022,77.93259574468085,79.58004255319149,97.1063829787234,133.24893617021277,True,False,False,False,False,False
1,1,2,0,37,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-6.117999999999995,-0.038110306850885144,205.99797916666668,27.985775261721017,160.534,49.29985416666667,77.5184375,79.1796875,97.60000000000001,134.78333333333333,True,False,False,False,False,False
1,1,2,0,38,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-4.15900000000002,-0.025907284438187676,205.1158163265306,28.372860756858138,160.534,49.19597959183674,77.13157142857143,78.78826530612245,98.07755102040817,136.22244897959183,True,False,False,False,False,False
1,1,2,0,39,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.27666666666667084,0.0017234147698722442,204.35626,28.590847387924534,160.534,49.1065,76.80412,78.44564,98.47399999999999,137.542,True,False,False,False,False,False
1,1,2,0,40,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.8606666666666456,0.011590483428224834,203.51243137254903,28.93790261318528,160.534,49.011117647058825,76.42560784313726,78.07570588235293,98.93725490196078,138.90196078431373,True,False,False,False,False,False
1,1,2,0,41,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,3.6250000000000284,0.022580886292000626,202.84432692307695,29.055007509908318,160.534,48.92648076923077,76.12957692307693,77.78826923076923,99.27884615384616,140.11923076923077,True,False,False,False,False,False
1,1,2,0,42,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.6526666666666756,-0.004065597734228734,202.05309433962265,29.34517965216521,160.534,48.83511320754717,75.7687358490566,77.44924528301888,99.71509433962264,141.36415094339623,True,False,False,False,False,False
1,1,2,0,43,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.39766666666668016,0.0024771491812742483,201.32514814814817,29.555144356607386,160.534,48.713425925925925,75.46833333333333,77.1433888888889,100.10925925925925,142.46296296296296,True,False,False,False,False,False
1,1,2,0,44,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-4.007666666666665,-0.02496459732310081,200.60203636363636,29.76725544083858,160.534,48.63754545454545,75.14036363636365,76.82412727272728,100.50545454545455,143.66363636363636,True,False,False,False,False,False
1,1,2,0,45,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,0.11633333333332985,0.0007246647646811881,200.00292857142858,29.834189557898547,160.534,48.54953571428571,74.8822142857143,76.57117857142858,100.81607142857142,144.57857142857142,True,False,False,False,False,False
1,1,2,0,46,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.26499999999998636,-0.0016507406530702927,199.35415789473683,29.96958615639091,160.534,48.48208771929824,74.58840350877193,76.28366666666666,101.16666666666667,145.53859649122808,True,False,False,False,False,False
1,1,2,0,47,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,5.221000000000004,0.032522705470492255,198.86175862068964,29.941294689108076,160.534,48.424431034482765,74.36944827586207,76.06787931034482,101.41034482758621,146.45172413793105,True,False,False,False,False,False
1,1,2,0,48,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,4.048666666666662,0.02521999493357583,198.3671186440678,29.924237837835324,160.534,48.37852542372882,74.13735593220339,75.8512372881356,101.6593220338983,147.44915254237287,True,False,False,False,False,False
1,1,2,0,49,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,5.83833333333331,0.03636820445097805,197.87218333333334,29.91622268228374,160.534,48.31803333333333,73.92161666666668,75.63253333333334,101.91166666666666,148.31333333333333,True,False,False,False,False,False
1,1,2,0,50,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,1.6669999999999732,0.010384093089314246,197.37463934426228,29.919301315389905,160.534,48.25665573770492,73.70224590163936,75.41573770491803,102.16885245901639,149.172131147541,True,False,False,False,False,False
1,1,2,0,51,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-2.0149999999999864,-0.012551858173346371,196.7921129032258,30.025466844273236,160.534,48.192354838709676,73.43775806451612,75.16199999999999,102.49193548387096,150.1032258064516,True,False,False,False,False,False
1,1,2,0,52,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-4.995666666666665,-0.0311190568145481,196.2934603174603,30.0441858214162,160.534,48.14650793650794,73.21658730158731,74.93036507936509,102.75555555555556,150.9063492063492,True,False,False,False,False,False
1,1,2,0,53,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-5.2029999999999745,-0.03241057969028352,195.783046875,30.083195892802866,160.534,48.10028125,72.981390625,74.701375,103.03125,151.76875,True,False,False,False,False,False
1,1,3,0,54,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-3.8503333333333387,-0.02454067237745601,195.18478461538461,30.234462511497274,156.89600000000002,47.878107692307694,72.8104923076923,74.49618461538462,103.37846153846155,152.51076923076926,True,False,False,False,False,False
1,1,3,0,55,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-5.579333333333324,-0.03556071112924054,194.60465151515152,30.368929651355792,156.89600000000002,47.66266666666667,72.64477272727274,74.29721212121213,103.71515151515152,153.23030303030305,True,False,False,False,False,False
1,1,3,0,56,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-8.089333333333343,-0.05314866646518011,193.971776119403,30.57995530637719,152.202,47.45595522388059,72.42759701492538,74.08822388059701,104.09850746268657,154.0194029850746,True,False,False,False,False,False
1,1,3,0,57,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-8.562666666666672,-0.0566636226072149,193.34151470588236,30.79266227843591,151.114,47.247205882352944,72.21735294117647,73.87695588235295,104.48529411764706,154.79705882352943,True,False,False,False,False,False
1,1,3,0,58,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-8.057666666666648,-0.05374285777807409,192.71236231884058,31.00897557775006,149.93,47.03737681159421,72.0017536231884,73.67323188405798,104.87536231884057,155.51739130434783,True,False,False,False,False,False
1,1,3,0,59,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-4.600333333333339,-0.030683207719157862,192.1186,31.181720965325496,149.93,46.842214285714284,71.80277142857143,73.47361428571429,105.23857142857143,156.22857142857143,True,False,False,False,False,False
1,1,3,0,60,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-2.4113333333333173,-0.016083060984014654,191.5521267605634,31.324001235898308,149.93,46.65043661971831,71.61260563380281,73.28908450704225,105.58309859154929,156.8450704225352,True,False,False,False,False,False
1,1,3,0,61,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,-0.10233333333337669,-0.0006827183308762814,190.9735,31.487770257270476,149.891,46.45666666666667,71.41416666666666,73.10266666666666,105.94166666666666,157.50694444444446,True,False,False,False,False,False
