RACE_SESSION,DRIVER_NUMBER,LAP_NUMBER,FUEL_CONSUMPTION,LAP_TIME,AVG_LAP_TIME,STD_LAP_TIME,MIN_LAP_TIME,AVG_S1,AVG_S2,AVG_S3,AVG_KPH,AVG_TOP_SPEED,AIR_TEMP,TRACK_TEMP,HUMIDITY,WIND_SPEED,RAIN,LAP_COUNT,TRACK_COTA,TRACK_Road America,TRACK_Sebring,TRACK_Sonoma,TRACK_VIR,TRACK_barber,TRACK
1,1,1,3.3369438893632513,225.563,225.91033333333334,0.3007994902478078,225.563,53.73333333333333,87.97066666666666,84.20633333333335,87.16666666666667,108.0,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,3,True,False,False,False,False,False,COTA
1,1,1,3.450533666169537,223.79500000000002,225.38150000000002,1.0858079940763015,223.79500000000002,52.947,87.33725,85.09725,87.375,106.775,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,4,True,False,False,False,False,False,COTA
1,1,1,3.1662018065914985,221.57999999999998,224.6212,1.9428110304401858,221.57999999999998,51.9816,86.32379999999999,86.3158,87.67999999999999,105.6,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,5,True,False,False,False,False,False,COTA
1,1,1,3.2074117805798448,224.381,224.5811666666667,1.7404676861886041,221.57999999999998,52.22733333333334,86.11916666666667,86.23466666666667,87.7,107.26666666666667,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,6,True,False,False,False,False,False,COTA
1,1,1,3.4508401296499183,222.042,224.21842857142857,1.8561812821976769,221.57999999999998,51.677571428571426,85.601,86.93985714285714,87.84285714285714,105.32857142857142,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,7,True,False,False,False,False,False,COTA
1,1,1,3.398948523250714,227.239,224.596,2.023286717906578,221.57999999999998,52.11525,85.944375,86.536375,87.7,107.025,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,8,True,False,False,False,False,False,COTA
1,1,1,3.1518736484060534,222.78300000000002,224.39455555555554,1.9867553391844233,221.57999999999998,51.82822222222222,85.69211111111112,86.87422222222223,87.77777777777777,105.54444444444444,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,9,True,False,False,False,False,False,COTA
1,1,1,3.334946604537894,225.016,224.4567,1.8834114467576653,221.57999999999998,51.7564,85.8429,86.85740000000001,87.75,105.2,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,10,True,False,False,False,False,False,COTA
1,1,1,3.1832072705225745,225.016,224.50754545454546,1.7947012767386359,221.57999999999998,51.69763636363636,85.96627272727272,86.84363636363636,87.72727272727273,104.91818181818181,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,11,True,False,False,False,False,False,COTA
1,1,1,3.1598947838274243,223.327,224.40916666666666,1.7447863548992026,221.57999999999998,51.576166666666666,85.8335,86.9995,87.76666666666667,103.85833333333333,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,12,True,False,False,False,False,False,COTA
1,1,1,3.258775992778495,222.68099999999998,224.27623076923075,1.737908184851659,221.57999999999998,51.42830769230769,85.68492307692307,87.163,87.82307692307693,103.1846153846154,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,13,True,False,False,False,False,False,COTA
1,1,1,2.9174400330283143,221.204,224.05678571428572,1.8606928890799135,221.204,51.104285714285716,85.46664285714284,87.48585714285716,87.91428571428571,102.76428571428572,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,14,True,False,False,False,False,False,COTA
1,1,1,2.9766861304193415,223.29500000000002,224.006,1.8037647930291392,221.204,51.163000000000004,85.35106666666667,87.49193333333332,87.93333333333334,102.60666666666665,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,15,True,False,False,False,False,False,COTA
1,1,1,3.1644942763416313,224.242,224.02075,1.7436008526418414,221.204,51.1289375,85.37775,87.5140625,87.925,102.41875,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,16,True,False,False,False,False,False,COTA
1,1,1,3.1272920096400325,226.47899999999998,224.16535294117648,1.790420374562097,221.204,51.17941176470588,85.63435294117647,87.35158823529412,87.87058823529412,102.90588235294118,28.695909090909087,41.225,62.54681818181819,12.74727272727273,0,17,True,False,False,False,False,False,COTA
