NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,PIT_TIME,CLASS,GROUP,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,IM1a_time,IM1a_elapsed,IM1_time,IM1_elapsed,IM2a_time,IM2a_elapsed,IM2_time,IM2_elapsed,IM3a_time,IM3a_elapsed,FL_time,FL_elapsed,LAP_TIME_SECONDS,TRACK,RACE,AIR_TEMP,TRACK_TEMP,HUMIDITY,RAIN,WIND_SPEED,BEST_LAP_SECONDS,AVG_TOP10_SECONDS,TOTAL_DRIVER_LAPS,INT-1_time,INT-1_elapsed,INT-2_time,INT-2_elapsed,baseline_lap_time,baseline_std,WEATHER_DELTA,DELTA_TRACK_TEMP,DELTA_AIR_TEMP,DELTA_HUMIDITY,DELTA_RAIN,RAIN_START,RAIN_STOP,DELTA_WIND_SPEED,WEATHER_VOLATILITY,DRIVER_ID,DRIVER_AVG_LAPTIME,DRIVER_STD_LAPTIME,DRIVER_BEST_LAPTIME,DRIVER_AVG_BEST,DRIVER_PACE_VS_TRACK,DRIVER_CONSISTENCY,TRACK_AVG_LAPTIME,LAP_TIME_NORMALIZED,S1_SECONDS_NORMALIZED,S2_SECONDS_NORMALIZED,S3_SECONDS_NORMALIZED,TRACK_LENGTH_FACTOR,PERF_VS_TRACK_RECORD,TRACK_LENGTH_KM,TRACK_COMPLEXITY,TRACK_CATEGORY,TURNS_PER_KM,TRACK_DIFFICULTY,S1_ROLLING_MEAN_3,S2_ROLLING_MEAN_3,S3_ROLLING_MEAN_3,SECTOR_VARIANCE,SECTOR_STD,S1_RATIO,S2_RATIO,S3_RATIO,SLOWEST_SECTOR,SECTOR_BALANCE,TOTAL_SECTOR_IMPROVEMENT,TIRE_AGE,DEGRADATION_RATE,CUMULATIVE_DEGRADATION,DEGRADATION_IMPACT,TIRE_CONDITION,TIRE_TEMP_EFFECT,WEATHER_INDEX,GRIP_ESTIMATE,TEMP_DIFFERENTIAL,WIND_IMPACT,DRIVER_PERFORMANCE_INDEX,GAP_TO_BEST,GAP_TO_AVG_TOP10,CONSISTENCY_SCORE,CURRENT_FORM,LAP_PROGRESS,RACE_PHASE,LAPS_REMAINING,FRESH_TIRES,OLD_TIRES,AVG_SPEED_TRACK_NORM,TOP_SPEED_TRACK_NORM,AVG_SECTOR_SPEED,SPEED_EFFICIENCY,SPEED_TO_TIME_RATIO,ACCELERATION_ESTIMATE,TRACK_ID,TRACK_ENCODED,TRACK_DIFFICULTY_NORM,ROLLING_AVG_LAP_3,ROLLING_AVG_LAP_5,ROLLING_STD_LAP_5,ROLLING_MIN_LAP_5,LAP_TREND,CONSECUTIVE_IMPROVEMENTS,MOMENTUM_SCORE,PIT_PENALTY,LAPS_SINCE_PIT,TEMP_RATIO,AVG_TEMP,HIGH_HEAT,LOW_HEAT,EXTREME_HEAT,HIGH_HUMIDITY,LOW_HUMIDITY,EXTREME_HUMIDITY,HIGH_WIND,EXTREME_WIND,POOR_GRIP,WEATHER_CHALLENGE_SCORE,AIR_TEMP_CHANGE,AIR_TEMP_ROLLING_MEAN_5,TRACK_TEMP_CHANGE,TRACK_TEMP_ROLLING_MEAN_5,HUMIDITY_CHANGE,HUMIDITY_ROLLING_MEAN_5,WIND_SPEED_CHANGE,WIND_SPEED_ROLLING_MEAN_5
2,0.0,-0.9090909090909091,2:30.727,0.0,,47.476,0.0,50.827,0.0,52.424,0.0,0.8188405797101455,2:30.727,13:42:28.543,0:47.476,0:50.827,0:52.424,,,Am,,Toyota Gazoo Racing,GF,1.1902105452582334,0.8183165494964847,0.7759922894944364,20.824,20.824,26.652,47.476,28.768,1:16.244,22.059,1:38.303,33.072,2:11.375,19.352,2:30.727,150.727,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,0.7736535662299864,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.4726713239916472,1.4367469209990318,0.12810010894914017,0.1275517143357556,1.0,0.3178353138297709,1.0,1.0,1.0,-1.0,1.0,0.6771762269144453,0.5067157599958504,0.5126495438461355,0.16957620372338247,0.2026826527726295,-0.48985698493653246,0.3569566033862972,0.5105180352337224,3,0.11845422618109874,0.0,-0.9090909090909091,0.012172854534377237,0.8061544854333073,-0.2449601730750343,0.9090909090909084,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,-0.7714447297579271,0.9965134706814593,1.2154611557596522,3.869638374120595,0.16301557004094747,-0.9290085679314564,-0.5,0.8181818181818182,1.0,0.0,-1.1275818093433243,-0.2289358461831294,0.8471137417622646,,,,0,-1.0,1.0,0.4818021719988267,0.6238932093207912,-0.09930457941626643,1.0583496691987258,0.047706142356350595,0.0,0.0,0.0,-0.9090909090909091,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,,0.6111406526386609,,1.3255019478573562,,-0.07639087528604116,,-0.1182076813655767
2,0.0,-0.8181818181818182,2:27.120,0.0,,43.700,0.0,50.703,0.0,52.717,0.0,0.945652173913044,4:57.847,13:44:55.663,0:43.700,0:50.703,0:52.717,,,Am,,Toyota Gazoo Racing,GF,0.5107072161238084,0.8088922667680032,0.7965302724962764,17.797,17.797,25.903,43.700,28.568,1:12.268,22.135,1:34.403,32.907,2:07.310,19.81,2:27.120,147.12,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.10140708393983693,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.1148695473625052,0.10509341739266435,0.09237441737848913,0.20192515174943926,1.0,-0.3272595939504818,1.0,1.0,1.0,-1.0,1.0,0.3513031471146643,0.5018928589949689,0.5232289435043207,0.9477381181764966,0.7439279344919724,-0.9550414759543603,0.8099507582525299,0.958035353886877,3,0.7071724158376365,0.0,-0.8181818181818182,-2.183201460742554,0.7228865598596428,-0.00848985478742593,0.8181818181818176,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.17400524369950532,-0.14675118858953842,-0.1649445082280939,3.869638374120595,0.032952318533506435,-0.8257853937168501,-0.5,0.7272727272727273,1.0,0.0,-0.08957798385257898,-0.2289358461831294,0.7370637051501093,,,,0,-1.0,1.0,0.42508595748249434,0.5599669646465008,0.031853098340772115,0.9478681695662828,-0.22717573540618308,0.0,0.0,0.0,-0.8181818181818182,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.7272727272727273,2:26.334,2.0,,43.804,0.0,50.425,2.0,52.105,2.0,0.9746376811594202,7:24.181,13:47:21.997,0:43.804,0:50.425,0:52.105,,,Am,,Toyota Gazoo Racing,GF,0.5294223501889513,0.787763632908987,0.7536318233593271,17.559,17.559,26.245,43.804,28.497,1:12.301,21.928,1:34.229,32.739,2:06.968,19.366,2:26.334,146.334,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.29209121785541287,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.03690109811645397,0.1417703147377555,0.012279721760411243,0.046578586230071224,1.0,-0.46783198028685175,1.0,1.0,1.0,-1.0,1.0,0.24866233243196567,0.4930768034019593,0.5120236863009411,0.7952670698134942,0.6595426620576951,-0.895254628056166,0.8069841506755331,0.8619902613040594,3,0.6315086619087739,4.0,-0.7272727272727273,-0.4662203286670841,0.7047416778244611,-0.1676664372111333,0.7272727272727268,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.38621276317792336,-0.39587955625990323,-0.46574818216609515,3.869638374120595,-0.02929678779280204,-0.7225622195022439,-0.5,0.6363636363636364,1.0,0.0,0.14768003340244348,-0.2289358461831294,0.7130827434708318,,,,0,-1.0,1.0,0.39794121346807093,0.5293714539572726,0.02116045601501726,0.9237931879441313,-0.21541431692323204,1.0,1.5999999999999999,0.0,-0.7272727272727273,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.6363636363636364,2:27.178,0.0,,44.203,0.0,50.758,0.0,52.217,0.0,0.942028985507246,9:51.359,13:49:49.175,0:44.203,0:50.758,0:52.217,,,Am,,Toyota Gazoo Racing,GF,0.6012236818427216,0.8130723921717653,0.7614825199334094,17.695,17.695,26.508,44.203,28.6,1:12.803,22.158,1:34.961,32.841,2:07.802,19.376,2:27.178,147.178,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.08733624454148833,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.1206229443806617,0.2824826420520939,0.10822049025256873,0.07500802305714453,1.0,-0.31688656798673426,1.0,1.0,1.0,-1.0,1.0,0.06035325930613722,0.49128766270808416,0.5070408973834338,0.7447148876643443,0.6300635544622717,-0.8694748531996032,0.8244643460413111,0.8074949973936769,3,0.5988828485457778,0.0,-0.6363636363636364,0.5258673158855602,0.7242254951752158,-0.1342970465794756,0.6363636363636361,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.15843596246833666,-0.1283676703645011,-0.14274779946422383,3.869638374120595,-0.11461135753679949,-0.6193390452876376,-0.5,0.5454545454545454,1.0,0.0,-0.1192352360094642,-0.2289358461831294,0.7388332926531606,,,,0,-1.0,1.0,0.36073839573986455,0.5215527325057964,0.0016370959565613962,0.9237931879441313,-0.05315500685870981,0.0,0.0,0.0,-0.6363636363636364,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.5454545454545454,2:26.731,0.0,,43.671,2.0,50.683,0.0,52.377,0.0,0.9601449275362316,12:18.090,13:52:15.906,0:43.671,0:50.683,0:52.377,,,Am,,Toyota Gazoo Racing,GF,0.5054885729710276,0.8073722211666349,0.7726978007535271,17.702,17.702,25.969,43.671,28.529,1:12.200,22.154,1:34.354,32.956,2:07.310,19.421,2:26.731,146.731,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.19577874818049956,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.07628210874073124,0.09486620563297488,0.08661220906064081,0.11562150423868041,1.0,-0.39683040601772185,1.0,1.0,1.0,-1.0,1.0,0.05868477072665368,0.4907690712026124,0.4988566064078189,0.8945429812366231,0.7152019755635963,-0.9397501228557185,0.857379160659196,0.8998689913965247,3,0.6878203138491669,2.0,-0.5454545454545454,-0.2598904443092031,0.7139064592086429,-0.17169829875110748,0.5454545454545454,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.2787449111995626,-0.2700475435816176,-0.31381553769614134,3.869638374120595,-0.12396254593646755,-0.5161158710730314,-0.5,0.45454545454545453,1.0,0.0,0.029051024774928033,-0.2289358461831294,0.7251952648279225,,,,0,-1.0,1.0,0.3566606566313061,0.5136926577863482,-0.008243722797971587,0.9237931879441313,-0.08748666361834831,0.0,0.4,0.0,-0.5454545454545454,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.45454545454545453,2:26.888,0.0,,43.692,0.0,50.871,0.0,52.325,0.0,0.9528985507246378,14:44.978,13:54:42.794,0:43.692,0:50.871,0:52.325,,,Am,,Toyota Gazoo Racing,GF,0.5092675904264893,0.8216606498194946,0.769052834486989,17.641,17.641,26.051,43.692,28.883,1:12.575,21.988,1:34.563,32.977,2:07.540,19.348,2:26.888,146.888,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.15769044153323822,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.09185595928987915,0.1022721175968877,0.1407769672484062,0.10242212285468193,1.0,-0.36875169780548933,1.0,1.0,1.0,-1.0,1.0,0.05224095276451182,0.5023336617746197,0.504152324097923,0.8973647457133158,0.7167440489479363,-0.9442908270616521,0.9129420384732522,0.8685759438527448,3,0.6935668406820673,0.0,-0.45454545454545453,0.10772976262933197,0.7175308185973499,-0.2140820139640082,0.45454545454545464,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.23640532193711528,-0.22028526148969665,-0.25373134328358493,3.869638374120595,-0.11064491515648062,-0.41289269685842506,-0.5,0.36363636363636365,0.0,0.0,-0.030263479538825525,-0.2289358461831294,0.7299853551379057,,,,0,-1.0,1.0,0.3624680280095607,0.48647748137330726,-0.08182159513302742,0.9237931879441313,0.05346745922877923,0.0,0.0,0.0,-0.45454545454545453,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.36363636363636365,2:26.642,0.0,,43.748,0.0,50.564,0.0,52.330,0.0,0.9637681159420295,17:11.620,13:57:09.436,0:43.748,0:50.564,0:52.330,,,Am,,Toyota Gazoo Racing,GF,0.5193449703077196,0.7983279498384951,0.7694033120126174,17.689,17.689,26.059,43.748,28.58,1:12.328,21.984,1:34.312,32.867,2:07.179,19.463,2:26.642,146.642,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.21737020863658857,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.06745362021286982,0.12202121616732073,0.05232706956945019,0.1036912941416037,1.0,-0.4127476355138214,1.0,1.0,1.0,-1.0,1.0,0.026062942293306912,0.497303324171549,0.5068723972751128,0.8572716999256846,0.6946326782847821,-0.9214543977582262,0.8206586418658363,0.8954502531457516,3,0.6646660033211382,0.0,-0.36363636363636365,-0.13755325623860465,0.7118518860519876,-0.18851411151538955,0.363636363636363,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.30278659811622227,-0.29825673534072966,-0.3478760045924284,3.869638374120595,-0.12352984313134233,-0.3096695226438188,0.0,0.2727272727272727,0.0,0.0,0.05870827693181316,-0.2289358461831294,0.7224798633146197,,,,0,-1.0,1.0,0.3568493437880003,0.48308887644352544,-0.08330524016450858,0.9237931879441313,0.030544124371285123,0.0,0.0,0.0,-0.36363636363636365,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.2727272727272727,2:28.534,0.0,,44.319,0.0,50.812,0.0,53.403,0.0,0.8949275362318844,19:40.154,13:59:37.970,0:44.319,0:50.812,0:53.403,,,Am,,Toyota Gazoo Racing,GF,0.6220982544538427,0.8171765152954585,0.8446157890125298,17.647,17.647,26.672,44.319,28.813,1:13.132,21.999,1:35.131,33.251,2:08.382,20.152,2:28.534,148.534,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,0.2416302765647706,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.25513339880514474,0.3233914890908483,0.12377845271075559,0.3760554523152676,1.0,-0.0743723747652107,1.0,1.0,1.0,-1.0,1.0,0.06334503193141891,0.5006482393818383,0.5315696988662352,0.9233504260133479,0.7308476015155136,-0.9203101517195178,0.6545539032030449,1.0093991539127969,3,0.6632178930134294,0.0,-0.2727272727272727,1.1637248934875088,0.7555288794496512,0.25118825187661986,0.27272727272727226,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,-0.20209793129404935,0.30142630744849225,0.3761959433601112,3.869638374120595,-0.08018744548456218,-0.20644634842921253,0.0,0.18181818181818182,0.0,0.0,-0.5047795140488789,-0.2289358461831294,0.7802050280693185,,,,0,-1.0,1.0,0.37574950731686857,0.49868496607850493,-0.0594010232152592,0.9332271502082821,0.25185185185185593,0.0,0.0,0.0,-0.2727272727272727,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.18181818181818182,2:26.982,0.0,,43.830,0.0,50.705,0.0,52.447,0.0,0.9492753623188409,22:07.136,14:02:04.952,0:43.830,0:50.705,0:52.447,,,Am,,Toyota Gazoo Racing,GF,0.5341011337052365,0.8090442713281396,0.7776044861123285,17.865,17.865,25.965,43.830,28.704,1:12.534,22.001,1:34.535,33.002,2:07.537,19.445,2:26.982,146.982,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.1348859776807408,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.10118043031930556,0.1509395390740261,0.09295063821027298,0.1333899022556018,1.0,-0.35194024193320284,1.0,1.0,1.0,-1.0,1.0,0.07128473620620038,0.4963439298864276,0.5345064150398384,0.8680004591488275,0.7005924960665922,-0.9248819798717948,0.830522870111587,0.8941966816734462,3,0.6690038090213766,0.0,-0.18181818181818182,-0.9324406573341509,0.7197008172122443,0.21290195692791805,0.1818181818181815,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.21109879384565897,-0.1904912836767033,-0.21775736701110365,3.869638374120595,-0.07792777528001515,-0.10322317421460626,0.0,0.09090909090909091,0.0,0.0,-0.05992073169570221,-0.2289358461831294,0.7328533072980224,,,,0,-1.0,1.0,0.37673487357960544,0.49729549627466146,-0.0590937220753469,0.9332271502082821,0.02127724432251635,0.0,0.0,0.0,-0.18181818181818182,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
2,0.0,-0.09090909090909091,2:26.757,0.0,,43.764,0.0,50.621,0.0,52.372,0.0,0.9565217391304347,24:33.893,14:04:31.709,0:43.764,0:50.621,0:52.372,,,Am,,Toyota Gazoo Racing,GF,0.522224221702358,0.8026600798023942,0.7723473232278982,17.690,17.690,26.074,43.764,28.67,1:12.434,21.951,1:34.385,32.960,2:07.345,19.412,2:26.757,146.757,Sebring,1,0.6111406526386609,1.3255019478573562,-0.07639087528604116,0.0,-0.1182076813655767,0.971475439715666,0.9538344026886642,-0.75,,,,,1.0,1.0,-0.18947113051916756,0.0,0.0,0.0,0.0,0,0,0.0,0.0,8,-0.00906117433042403,-0.0059541041425721156,-0.3306894447833977,0.10031460697513682,-0.7970943287932774,0.006382471149228248,1.0,0.07886121774887117,0.12766381575887403,0.06874936327531528,0.11435233295175713,1.0,-0.39218042886155097,1.0,1.0,1.0,-1.0,1.0,0.07220528162936472,0.4978219156770208,0.5355174156897672,0.8649995450437966,0.6989286985054406,-0.924688555794895,0.8278701651910938,0.8957290219166821,3,0.6687590195355121,0.0,-0.09090909090909091,-0.12477175897748778,0.7145066715914863,-0.17120660831940557,0.09090909090909075,0.0,-0.07639087528604144,0.9931814358330043,0.7143612952186953,-0.1182076813655767,0.2717270006495975,-0.2618066561014241,-0.3038652889399185,3.869638374120595,-0.07516328513615343,0.0,0.0,0.0,0.0,0.0,-0.0006062273819487457,-0.2289358461831294,0.7259885281913595,,,,0,-1.0,1.0,0.37794037485848575,0.4974798136976204,-0.05927108153206748,0.9332271502082821,-0.013808870598988932,0.0,0.0,0.0,-0.09090909090909091,1.8639096821973693,0.9683213002480086,1,0,0,0,1,0,0,0,0,1,0.0,0.6111406526386609,0.0,1.3255019478573562,0.0,-0.07639087528604116,0.0,-0.1182076813655767
