iter	MAE
0	0.9823359132
1	0.8356779096
2	0.7474447439
3	0.6591294062
4	0.5743592754
5	0.5025807654
6	0.4413741996
7	0.3891824816
8	0.3446778532
9	0.3067281164
10	0.2743678299
11	0.2501426712
12	0.23180755
13	0.213257376
14	0.194663987
15	0.1811757462
16	0.1673075198
17	0.1569124201
18	0.1466178328
19	0.1378394905
20	0.1303540716
21	0.1239711474
22	0.1185283361
23	0.1138871727
24	0.1099295859
25	0.1069567604
26	0.1045093397
27	0.1019329728
28	0.09973606782
29	0.09786273538
30	0.09626531789
31	0.09490317703
32	0.09374165996
33	0.09275121765
34	0.09190665327
35	0.09118648107
36	0.09057237988
37	0.09004872698
38	0.08960220062
39	0.08922144115
40	0.08889676209
41	0.08861990358
42	0.08838382235
43	0.0881825125
44	0.08801085269
45	0.08786447591
46	0.08773965832
47	0.08763322457
48	0.08754246698
49	0.08746507668
50	0.08739908485
51	0.08734281268
52	0.08729482858
53	0.08725391186
54	0.08721902158
55	0.08718927343
56	0.08716391982
57	0.08714230044
58	0.08712386528
59	0.08710814536
60	0.08709474076
61	0.08708331046
62	0.08707356367
63	0.08706525245
64	0.08705816536
65	0.08705212209
66	0.08704696891
67	0.08704257471
68	0.08703882772
69	0.08703563261
70	0.08703290809
71	0.08703058485
72	0.08702860379
73	0.08702691452
74	0.08702547405
75	0.08702425046
76	0.08702356733
77	0.0870229848
78	0.08702250098
79	0.08702174638
80	0.08702110292
81	0.08702055423
82	0.08702008635
83	0.08701968739
84	0.08701934718
85	0.0870190706
86	0.08701883452
87	0.08701863785
88	0.08701851259
89	0.08701836456
90	0.0870182652
91	0.08701818047
92	0.08701810823
93	0.08701804662
94	0.08701799409
95	0.0870179493
96	0.0870179111
97	0.08701787853
98	0.08701785076
99	0.0870178295
100	0.0870177956
101	0.08701778004
102	0.08701776827
103	0.08701775674
104	0.08701774582
105	0.08701771175
106	0.08701771515
107	0.08701771144
108	0.08701770828
109	0.08701770558
110	0.08701770328
111	0.08701770132
112	0.08701769965
113	0.08701769822
114	0.087017697
115	0.08701769597
116	0.0870177006
117	0.08701769903
118	0.0870176977
119	0.08701769656
120	0.08701769558
121	0.08701769476
122	0.08701769405
123	0.08701769345
124	0.08701769293
125	0.0870176925
126	0.08701769212
127	0.08701769181
128	0.08701769153
129	0.0870176913
130	0.0870176911
131	0.08701769094
132	0.08701769079
133	0.08701769067
134	0.08701769057
135	0.08701769048
136	0.0870176904
137	0.08701769457
138	0.08701769448
139	0.08701769381
140	0.08701769325
141	0.08701769276
142	0.08701769235
143	0.087017692
144	0.0870176917
145	0.08701769144
146	0.08701769339
147	0.08701769288
148	0.08701769443
149	0.08701769378
150	0.08701769321
151	0.08701769273
152	0.08701769233
153	0.08701769198
154	0.08701769168
155	0.08701769143
156	0.08701769121
157	0.08701769103
158	0.08701769087
159	0.08701769074
160	0.08701769062
161	0.08701769053
162	0.08701769044
163	0.08701769037
164	0.08701769031
165	0.08701769026
166	0.08701769022
167	0.08701769018
168	0.08701769422
169	0.0870176999
170	0.08701769843
171	0.08701769719
172	0.08701769612
173	0.08701769522
174	0.08701769444
175	0.08701769378
176	0.08701769322
177	0.08701769274
178	0.08701769519
179	0.08701769359
180	0.08701769168
181	0.08701769143
182	0.08701769121
183	0.08701769103
184	0.08701769087
185	0.08701769506
186	0.08701769431
187	0.08701769367
188	0.08701769312
189	0.08701769266
190	0.08701769226
191	0.08701769192
192	0.08701769163
193	0.08701769139
194	0.08701769118
195	0.08701769154
196	0.08701769085
197	0.08701769072
198	0.0870176906
199	0.08701769057
200	0.08701769043
201	0.08701769036
202	0.0870176903
203	0.08701769025
204	0.08701769403
205	0.08701769017
206	0.08701769014
207	0.08701769011
208	0.08701769009
209	0.08701769007
210	0.08701769006
211	0.08701769004
212	0.08701769003
213	0.08701769025
214	0.08701769001
215	0.08701769
216	0.08701769
217	0.08701768999
218	0.08701768999
219	0.08701768998
220	0.08701768998
221	0.08701768998
222	0.08701768998
223	0.08701768997
224	0.08701768997
225	0.08701769041
226	0.08701768997
227	0.08701768997
228	0.08701768997
229	0.08701768997
230	0.08701768997
231	0.08701768997
232	0.08701768996
233	0.08701768996
234	0.08701768996
235	0.08701768996
236	0.08701768996
237	0.08701768996
238	0.08701769019
239	0.08701768996
240	0.08701768996
241	0.08701768996
242	0.08701768996
243	0.08701768996
244	0.08701768996
245	0.08701768996
246	0.08701768996
247	0.08701768996
248	0.08701768996
249	0.08701768996
250	0.08701768996
251	0.08701768996
252	0.08701769001
253	0.08701768996
254	0.08701768996
255	0.08701768996
256	0.08701768996
257	0.08701768996
258	0.08701768996
259	0.08701768996
260	0.08701768996
261	0.08701768996
262	0.08701768996
263	0.08701768996
264	0.08701768996
265	0.08701768996
266	0.08701768998
267	0.08701768996
268	0.08701768996
269	0.08701768996
270	0.08701768996
271	0.08701768996
272	0.08701768996
273	0.08701768996
274	0.08701768996
275	0.08701768996
276	0.08701768996
277	0.08701768996
278	0.08701768996
279	0.08701768996
280	0.08701768996
281	0.08701768996
282	0.08701769003
283	0.08701768996
284	0.08701768996
285	0.08701768996
286	0.08701768996
287	0.08701768996
288	0.08701768996
289	0.08701768996
290	0.08701768996
291	0.08701768996
292	0.08701768996
293	0.08701768996
294	0.08701768996
295	0.08701768996
296	0.08701768996
297	0.08701768996
298	0.08701769001
299	0.08701768996
300	0.08701768996
301	0.08701768996
302	0.08701768996
303	0.08701768996
304	0.08701768996
305	0.08701768996
306	0.08701768996
307	0.08701768996
308	0.08701768996
309	0.08701768996
310	0.08701768996
311	0.08701768996
312	0.08701768996
313	0.08701768996
314	0.08701768996
315	0.08701768996
316	0.08701768996
317	0.08701769023
318	0.08701768996
319	0.0870176923
320	0.08701768996
321	0.08701768996
322	0.08701768996
323	0.08701768996
324	0.08701768996
325	0.08701769156
326	0.08701768996
327	0.08701768996
328	0.08701768996
329	0.08701768996
330	0.08701768996
331	0.08701768996
332	0.08701768996
333	0.08701769159
334	0.08701768996
335	0.08701768996
336	0.08701768996
337	0.08701768996
338	0.08701768996
339	0.08701768996
340	0.08701768996
341	0.08701768996
342	0.08701768996
343	0.08701768996
344	0.08701769025
345	0.08701768996
346	0.08701768996
347	0.08701768996
348	0.08701768996
349	0.08701768996
350	0.08701768996
351	0.08701768996
352	0.08701768996
353	0.08701768996
354	0.08701768996
355	0.08701769008
356	0.08701768996
357	0.08701768996
358	0.08701768996
359	0.08701768996
360	0.08701768996
361	0.08701768996
362	0.08701768996
363	0.08701768996
364	0.08701768996
365	0.08701768996
366	0.08701768996
367	0.08701768996
368	0.08701769004
369	0.08701768996
370	0.08701768996
371	0.08701768996
372	0.08701768996
373	0.08701768996
374	0.08701768996
375	0.08701768996
376	0.08701768996
377	0.08701768996
378	0.08701768996
379	0.08701768996
380	0.08701768996
381	0.08701768996
382	0.08701769027
383	0.08701768996
384	0.08701768996
385	0.08701768996
386	0.08701768996
387	0.08701768996
388	0.08701768996
389	0.08701768996
390	0.08701768996
391	0.08701768996
392	0.08701768996
393	0.08701768996
394	0.08701768996
395	0.08701768996
396	0.08701768996
397	0.08701768996
398	0.08701768997
399	0.08701768996
400	0.08701768996
401	0.08701768996
402	0.08701768996
403	0.08701768996
404	0.08701768996
405	0.08701768996
406	0.08701768996
407	0.08701768996
408	0.08701768996
409	0.08701768996
410	0.08701768996
411	0.08701768996
412	0.08701768996
413	0.08701768996
414	0.08701768996
415	0.08701769
416	0.08701768996
417	0.08701768996
418	0.08701768996
419	0.08701768996
420	0.08701768996
421	0.08701768996
422	0.08701768996
423	0.08701768996
424	0.08701768996
425	0.08701768996
426	0.08701768996
427	0.08701768996
428	0.08701768996
429	0.08701768996
430	0.08701768996
431	0.08701768996
432	0.08701768996
433	0.08701768996
434	0.08701768996
435	0.08701769009
436	0.08701768996
437	0.08701768996
438	0.08701768996
439	0.08701768996
440	0.08701768996
441	0.08701768996
442	0.08701768996
443	0.08701768996
444	0.08701768996
445	0.08701768996
446	0.08701768996
447	0.08701768996
448	0.08701768996
449	0.08701768996
450	0.08701768996
451	0.08701768996
452	0.08701768996
453	0.08701768996
454	0.08701768996
455	0.08701768996
456	0.08701768996
457	0.08701768997
